"id","dish_id","ingredient_id","ingredient_name","quantity_cook","quantity"
82818,M2049,NL119,Hành tím băm,,
82820,M2049,NL92,Bột năng,,
82821,M2049,NL486,Nước tương LISA,,
82822,M2049,NL3108,Hạt nêm ajingon heo,,
82827,M2050,NL79,Bột mì,,
82828,M2050,NL16,Hành phi,,
82829,M2050,NL46,Hành lá,,
82830,M2050,NL485,Tiêu,,
82831,M2050,NL3002,tương xí muội,,
82832,M2050,NL322,Dầu ăn,,
82833,M2050,NL3108,Hạt nêm ajingon heo,,
82837,M2051,NL46,Hành lá,,
82839,M2051,NL485,Tiêu,,
82840,M2051,NL3108,Hạt nêm ajingon heo,,
82846,M2052,NL322,Dầu ăn,,
82848,M2052,NL470,Muối,,
82849,M2052,NL485,Tiêu,,
82851,M2052,NL3108,Hạt nêm ajingon heo,,
82853,M2052,NL486,Nước tương Phú Sĩ,,
82863,M2053,NL119,Hành tím băm,,
82866,M2053,NL236,Gừng,,
82867,M2053,NL46,Hành lá,,
82868,M2053,NL550,Thì là,,
82871,M2053,NL92,Bột năng,,
82872,M2053,NL322,Dầu ăn,,
82873,M2053,NL3108,Hạt nêm ajingon heo,,
82879,M2054,NL2987,Xà lách,,
82881,M2054,NL322,Dầu ăn,,
82882,M2054,NL485,Tiêu,,
82787,M2047,NL1410,Nước cốt chanh,,
82730,M2041,NL409,Giá,,
82642,M2034,NL1106,Đường,,
82655,M2035,NL1106,Đường,,
82883,M2054,NL1107,Nước mắm,,
82886,M2055,NL187,Lá lốt,,
82890,M2055,NL485,Tiêu,,
82892,M2055,NL1107,Nước mắm,,
82916,M2057,NL1107,tiêu Nước mắm,,
82893,M2055,NL322,Dầu ăn,,
82894,M2055,NL3108,Hạt nêm ajingon heo,,
82904,M2056,NL470,Muối,,
82905,M2056,NL485,Tiêu,,
82921,M2058,NL1107,Nước mắm,,
82907,M2056,NL637,Màu dầu điều,,
82908,M2056,NL322,Dầu ăn,,
82909,M2056,NL245,bột bắp,,
82910,M2056,NL486,Nước tương LISA,,
82878,M2054,NL1213,phô mai bột,,
82691,M2038,NL3054,Hành tỏi băm,,
82734,M2041,NL3054,Hành tỏi băm,,
82762,M2044,NL3054,Tỏi băm,,
82936,M2059,NL1054,Rượu Brandy,,
82953,M2060,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
82917,M2057,NL322,Dầu ăn,,
82918,M2057,NL3108,Hạt nêm ajingon heo,,
82959,M2061,NL1107,Nước mắm,,
82922,M2058,NL322,Dầu ăn,,
82923,M2058,NL119,Hành tím,,
82924,M2058,NL485,Tiêu,,
82925,M2058,NL470,Muối,,
83132,M2075,NL1054,Rượu trắng,,
82932,M2059,NL2987,Xà lách,,
82933,M2059,NL550,Thì là,,
82934,M2059,NL470,Muối,,
82935,M2059,NL485,Tiêu,,
82937,M2059,NL466,Tương cà,,
82938,M2059,NL3108,Hạt nêm ajingon heo,,
82947,M2060,NL2782,Dầu đậu nành,,
82948,M2060,NL470,Muối,,
82949,M2060,NL485,Tiêu,,
83000,M2065,NL1107,Nước mắm,,
82951,M2060,NL2168,mù tạc vàng,,
82952,M2060,NL3108,Hạt nêm ajingon heo,,
83013,M2066,NL1107,Nước mắm,,
83016,M2066,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
82957,M2061,NL470,Muối,,
82958,M2061,NL485,Tiêu,,
83026,M2067,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
82960,M2061,NL701,nước màu,,
82961,M2061,NL46,Hành lá,,
82966,M2062,NL46,Hành lá,,
82970,M2062,NL485,Tiêu,,
82971,M2062,NL322,Dầu ăn,,
82972,M2062,NL486,Nước tương LISA,,
82973,M2062,NL2783,Hạt nêm hải sản,,
82982,M2063,NL250,Ngũ vị hương,,
82983,M2063,NL947,bơ lạt Muối,,
82985,M2063,NL1790,tiêu hạt,,
82986,M2063,NL3108,Hạt nêm ajingon heo,,
82992,M2064,NL3044,Tiêu xay,,
82997,M2065,NL119,Hành tím băm,,
82998,M2065,NL470,Muối,,
82999,M2065,NL485,Tiêu,,
82914,M2057,NL46,Hành ngò,,
83001,M2065,NL3108,Hạt nêm ajingon heo,,
83007,M2066,NL3062,Mè trắng rang,,
83008,M2066,NL160,ngò gai,,
83015,M2066,NL3108,Hạt nêm ajingon heo,,
82967,M2062,NL1145,ngò rí,,
83020,M2067,NL119,Hành tím băm,,
83110,M2073,NL1145,Ngò,,
83022,M2067,NL160,ngò gai,,
83023,M2067,NL485,Tiêu,,
82980,M2063,NL160,rau ngò gai,,
83025,M2067,NL322,Dầu ăn,,
82889,M2055,NL162,Sả băm,,
83027,M2067,NL486,Nước tương Phú Sĩ,,
83036,M2068,NL1704,Rau húng lũi,,
83039,M2068,NL470,Muối,,
83041,M2068,NL342,Bột nghệ,,
83043,M2068,NL322,tương ớt Dầu ăn,,
83044,M2068,NL481,Dầu điều,,
83056,M2069,NL162,Sả,,
83057,M2069,NL322,Dầu ăn,,
83060,M2069,NL470,Muối,,
83061,M2069,NL3018,Ajiquick lẩu thái,,
83071,M2070,NL981,bột cà ri,,
83073,M2070,NL322,Dầu ăn,,
83074,M2070,NL485,Tiêu,,
83076,M2070,NL3108,Hạt nêm ajingon heo,,
83086,M2071,NL485,Tiêu,,
83087,M2071,NL3062,Mè trắng rang,,
83088,M2071,NL3108,Hạt nêm ajingon heo,,
83089,M2071,NL486,Nước tương Phú Sĩ,,
83094,M2072,NL322,Dầu ăn,,
83096,M2072,NL406,Dầu hào,,
83097,M2072,NL553,Ớt bột,,
83098,M2072,NL662,Ớt sa tế,,
83099,M2072,NL486,Nước tương Phú Sĩ,,
83103,M2073,NL550,Thì là,,
83104,M2073,NL46,Hành lá,,
83105,M2073,NL799,ớt,,
83106,M2073,NL470,Muối,,
83108,M2073,NL322,Dầu ăn,,
83109,M2073,NL2434,kinh giới,,
83113,M2074,NL425,Rau răm,,
83114,M2074,NL160,ngò gai,,
83116,M2074,NL277,Lá chanh,,
83119,M2074,NL16,Hành phi,,
83120,M2074,NL3062,Mè trắng rang,,
83122,M2074,NL470,Muối,,
83021,M2067,NL661,Húng quế,,
83038,M2068,NL1410,Chanh,,
83037,M2068,NL409,Giá,,
83085,M2071,NL3081,dầu mè,,
82891,M2055,NL1106,Đường,,
82906,M2056,NL1106,Đường,,
83125,M2074,NL486,Nước tương Phú Sĩ,,
83160,M2077,NL1107,Nước mắm,,
83133,M2075,NL322,Dầu ăn,,
83134,M2075,NL485,Tiêu,,
83135,M2075,NL486,Nước tương Phú Sĩ,,
82931,M2059,NL1619,Cà chua bi,,
83055,M2069,NL236,Gừng tươi,,
83082,M2071,NL236,Gừng băm,,
82969,M2062,NL3054,Tỏi băm,,
83010,M2066,NL3054,Tỏi băm,,
83081,M2071,NL3054,Tỏi băm,,
83118,M2074,NL3054,Tỏi ớt băm,,
83258,M2087,NL1054,Rượu trắng,,
83141,M2076,NL485,Tiêu,,
83172,M2078,NL1107,Nước mắm,,
83144,M2076,NL322,Dầu ăn,,
83145,M2076,NL92,Bột năng,,
83146,M2076,NL470,Muối,,
83147,M2076,NL337,Dưa leo,,
83148,M2076,NL2987,Xà lách,,
83149,M2076,NL3156,Ajiquick bột chiên giòn,,
83158,M2077,NL470,Muối,,
83174,M2078,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83189,M2079,NL1107,Nước mắm,,
83161,M2077,NL647,Tỏi phi,,
83162,M2077,NL322,Dầu ăn,,
83167,M2078,NL187,Lá lốt,,
83168,M2078,NL425,Rau răm,,
83288,M2089,NL1054,Rượu vang trắng,,
83198,M2080,NL1107,Nước mắm,,
83171,M2078,NL322,Dầu ăn,,
83241,M2085,NL1107,Nước mắm,,
83173,M2078,NL470,Muối,,
83264,M2087,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83183,M2079,NL3049,Đậu phộng rang,,
83185,M2079,NL322,Dầu ăn,,
83186,M2079,NL481,Dầu điều,,
83188,M2079,NL485,Tiêu,,
83307,M2090,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83312,M2091,NL1107,Nước mắm,,
83191,M2079,NL3108,Hạt nêm ajingon heo,,
83192,M2079,NL486,Nước tương Phú Sĩ,,
83271,M2088,NL119,Hành,,
83199,M2080,NL485,Tiêu,,
83201,M2080,NL486,Nước tương LISA,,
83202,M2080,NL3108,Hạt nêm ajingon heo,,
83205,M2081,NL250,Ngũ vị hương,,
83301,M2090,NL1054,Rượu trắng,,
83207,M2081,NL470,Muối,,
83209,M2081,NL2793,màu hạt điều,,
83210,M2081,NL322,Dầu ăn,,
83211,M2081,NL3108,Hạt nêm ajingon heo,,
83218,M2082,NL470,Muối,,
83219,M2082,NL485,Tiêu,,
83221,M2082,NL322,Dầu ăn,,
83222,M2082,NL92,Bột năng,,
83223,M2082,NL486,Nước tương LISA,,
83224,M2082,NL3108,Hạt nêm ajingon heo,,
83226,M1639,NL8,Bơ,,
83339,M2093,NL1054,Rượu trắng,,
83231,M2084,NL46,Hành lá,,
83232,M2084,NL481,Dầu điều,,
83233,M2084,NL250,Ngũ vị hương,,
83235,M2084,NL470,Muối,,
83236,M2084,NL486,Nước tương Phú Sĩ,,
83240,M2085,NL485,Tiêu,,
83140,M2076,NL1145,Cọng ngò rí băm,,
83230,M2084,NL1145,ngò rí,,
83243,M2085,NL3108,Hạt nêm ajingon heo,,
83246,M2086,NL236,Gừng,,
83247,M2086,NL485,Tiêu,,
83248,M2086,NL470,Muối,,
83249,M2086,NL46,Hành lá,,
83257,M2087,NL481,Dầu điều,,
83259,M2087,NL92,Bột năng,,
83260,M2087,NL195,Mật ong,,
83261,M2087,NL485,Tiêu,,
83239,M2085,NL1145,ngò rí,,
83263,M2087,NL3108,Hạt nêm ajingon heo,,
83346,M2094,NL1145,ngò rí,,
83265,M2087,NL486,Nước tương Phú Sĩ,,
83273,M2088,NL485,Tiêu,,
83275,M2088,NL322,Dầu ăn,,
83276,M2088,NL470,Muối,,
83277,M2088,NL481,Dầu điều,,
83278,M2088,NL466,Tương cà,,
83279,M2088,NL486,Nước tương Phú Sĩ,,
83280,M2088,NL3108,Hạt nêm ajingon heo,,
83289,M2089,NL322,Dầu ăn,,
83291,M2089,NL470,Muối,,
83292,M2089,NL29,Ngò tây,,
83294,M2089,NL3108,Hạt nêm ajingon heo,,
83300,M2090,NL406,Dầu hào,,
83302,M2090,NL637,Màu dầu điều,,
83303,M2090,NL485,Tiêu,,
83305,M2090,NL322,Dầu ăn,,
83306,M2090,NL3108,Hạt nêm ajingon heo,,
83314,M2091,NL322,Dầu ăn,,
83315,M2091,NL3156,Ajiquick bột chiên giòn,,
83322,M2092,NL485,Tiêu,,
83323,M2092,NL981,bột cà ri,,
83324,M2092,NL322,Dầu ăn,,
83325,M2092,NL3108,Hạt nêm ajingon heo,,
83326,M2092,NL486,Nước tương Phú Sĩ,,
83333,M2093,NL322,Dầu ăn,,
83335,M2093,NL406,Dầu hào,,
83336,M2093,NL92,Bột năng,,
83338,M2093,NL236,Gừng,,
83340,M2093,NL485,Tiêu,,
83341,M2093,NL470,Muối,,
83342,M2093,NL3156,Ajiquick bột chiên giòn,,
83345,M2094,NL3022,Mù tạt xanh,,
83347,M2094,NL485,Tiêu,,
83348,M2094,NL3156,Ajiquick bột chiên giòn,,
83293,M2089,NL1619,Cà chua bi,,
83200,M2080,NL3081,dầu mè,,
83131,M2075,NL1106,Đường,,
83270,M2088,NL236,Gừng băm,,
83169,M2078,NL3054,Tỏi,,
83337,M2093,NL3054,Tỏi,,
83206,M2081,NL3054,Tỏi băm,,
83256,M2087,NL3054,Tỏi băm,,
83272,M2088,NL3054,Tỏi băm,,
83354,M2095,NL3078,Mè rang,,
83355,M2095,NL485,Tiêu,,
83367,M2096,NL1107,Nước mắm,,
83357,M2095,NL322,Dầu ăn,,
83358,M2095,NL486,Nước tương LISA,,
83359,M2095,NL3108,Hạt nêm ajingon heo,,
83364,M2096,NL160,ngò gai,,
83365,M2096,NL159,Rau om,,
83366,M2096,NL485,Tiêu,,
83390,M2098,NL1107,Nước mắm,,
83368,M2096,NL322,Dầu ăn,,
83369,M2096,NL3108,Hạt nêm ajingon heo,,
83376,M2097,NL470,Muối,,
83428,M2101,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83378,M2097,NL485,Tiêu,,
83379,M2097,NL481,Dầu điều,,
83380,M2097,NL322,Dầu ăn,,
83381,M2097,NL3108,Hạt nêm ajingon heo,,
83448,M2103,NL1107,Nước mắm,,
83473,M2105,NL1107,Nước mắm,,
83392,M2098,NL322,Dầu ăn,,
83393,M2098,NL3156,Ajiquick bột chiên giòn,,
83397,M2099,NL29,Ngò tây,,
83399,M2099,NL337,Dưa leo,,
83400,M2099,NL485,Tiêu,,
83401,M2099,NL322,Dầu ăn,,
83409,M2100,NL119,Hành tím băm,,
83410,M2100,NL485,Tiêu,,
83411,M2100,NL322,Dầu ăn,,
83412,M2100,NL486,Nước tương Phú Sĩ,,
83475,M2105,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83422,M2101,NL470,Muối,,
83423,M2101,NL92,Bột năng,,
83424,M2101,NL481,Dầu điều,,
83426,M2101,NL501,Tương đen,,
83427,M2101,NL3108,Hạt nêm ajingon heo,,
83487,M2106,NL1107,Nước mắm,,
83429,M2101,NL486,Nước tương Phú Sĩ,,
83438,M2102,NL470,Muối,,
83439,M2102,NL485,Tiêu,,
83440,M2102,NL322,Dầu ăn,,
83441,M2102,NL3108,Hạt nêm ajingon heo,,
83489,M2106,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83382,M2098,NL1668,Lươn làm sạch,,
83450,M2103,NL322,Dầu ăn,,
83458,M2104,NL322,Dầu ăn,,
83459,M2104,NL470,Muối,,
83460,M2104,NL485,Tiêu,,
83461,M2104,NL7,Mù tạt vàng,,
83462,M2104,NL3108,Hạt nêm ajingon heo,,
83468,M2105,NL161,Đậu phộng,,
83470,M2105,NL311,hành tím phi,,
83538,M2110,NL46,Hành ngò,,
83597,M2116,NL119,Hành,,
83474,M2105,NL3108,Hạt nêm ajingon heo,,
83478,M2106,NL724,Khế,,
83479,M2106,NL935,Chuối chát,,
83481,M2106,NL3078,Mè rang,,
83482,M2106,NL209,Bánh phồng tôm,,
83556,M2112,NL1145,ngò rí,,
83488,M2106,NL470,Muối,,
83498,M2107,NL3078,Mè rang,,
83505,M2107,NL3108,Hạt nêm ajingon heo,,
83513,M2108,NL2987,Xà lách,,
83517,M2108,NL322,Dầu ăn,,
83518,M2108,NL3156,Ajiquick bột chiên giòn,,
83519,M2108,NL3108,Hạt nêm ajingon heo,,
83523,M2109,NL195,Mật ong,,
83524,M2109,NL752,sa tế,,
83525,M2109,NL322,Dầu ăn,,
83528,M2109,NL337,Dưa leo,,
83529,M2109,NL20,Cà chua,,
83531,M2109,NL3108,Hạt nêm ajingon heo,,
83537,M2110,NL119,Hành tím băm,,
83540,M2110,NL485,Tiêu,,
83542,M2110,NL3108,Hạt nêm ajingon heo,,
83549,M2111,NL46,Hành lá,,
83551,M2111,NL322,Dầu ăn,,
83555,M2112,NL46,Hành lá,,
83557,M2112,NL16,Hành phi,,
83563,M2113,NL2810,Bơ đậu phộng Sữa tươi không đường,,
83564,M2113,NL2811,Bắp cải tím Dầu mè,,
83565,M2113,NL470,Muối,,
83566,M2113,NL322,Dầu ăn,,
83567,M2113,NL486,Nước tương Phú Sĩ,,
83573,M2114,NL425,Rau răm,,
83574,M2114,NL3062,Mè trắng rang,,
83577,M2114,NL470,Muối,,
83580,M2114,NL322,Dầu ăn,,
83584,M2115,NL299,Rau mầm,,
83586,M2115,NL79,Bột mì,,
83587,M2115,NL322,Dầu ăn,,
83588,M2115,NL470,Muối,,
83589,M2115,NL485,Tiêu,,
83420,M2101,NL15,Ớt băm,,
83480,M2106,NL480,Các loại rau thơm,,
83585,M2115,NL1619,Cà chua bi,,
83511,M2108,NL3054,Tỏi,,
83398,M2099,NL3054,Hành tỏi băm,,
83419,M2101,NL3054,Tỏi băm,,
83452,M2103,NL3054,Tỏi băm,,
83469,M2105,NL3054,Tỏi băm,,
83591,M2115,NL3156,Ajiquick bột chiên giòn,,
83596,M2116,NL46,Hành lá,,
83599,M2116,NL485,Tiêu,,
83539,M2110,NL1410,chanh ớt,,
83356,M2095,NL1106,Đường,,
83602,M2116,NL1107,Nước mắm,,
83601,M2116,NL407,Dầu màu điều,,
83635,M2120,NL1107,Nước mắm,,
83603,M2116,NL322,Dầu ăn,,
83610,M2117,NL367,Sữa tươi,,
83611,M2117,NL485,Tiêu,,
83637,M2120,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83660,M2122,NL1107,Nước mắm,,
83620,M2118,NL485,Tiêu,,
83621,M2118,NL322,Dầu ăn,,
83622,M2118,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
83623,M2118,NL486,Nước tương Phú Sĩ,,
83624,M1301,NL527,Bún tươi,,
83625,M1301,NL470,Muối,,
83626,M1301,NL485,Tiêu,,
83627,M1301,NL322,Dầu ăn,,
83679,M2124,NL1107,Nước mắm,,
83702,M2126,NL1107,Nước mắm,,
83722,M2128,NL1107,Nước mắm,,
83645,M2121,NL485,Tiêu,,
83646,M2121,NL3108,Hạt nêm ajingon heo,,
83654,M2122,NL647,Tỏi phi,,
83656,M2122,NL160,ngò gai,,
83657,M2122,NL159,Rau om,,
83658,M2122,NL470,Muối,,
83735,M2129,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83744,M2130,NL1107,Nước mắm,,
83661,M2122,NL3108,Hạt nêm ajingon heo,,
83790,M2133,NL1107,Nước mắm,,
83669,M2123,NL322,Dầu ăn,,
83670,M2123,NL470,Muối,,
83676,M2124,NL470,Muối,,
83677,M2124,NL485,Tiêu,,
83791,M2133,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83746,M2130,NL553,ớt bột nhuyễn,,
83680,M2124,NL637,Màu dầu điều,,
83687,M2125,NL92,Bột năng,,
83772,M2132,NL119,Hành,,
83689,M2125,NL485,Tiêu,,
83690,M2125,NL470,Muối,,
83692,M2125,NL322,Dầu ăn,,
83693,M2125,NL486,Nước tương LISA,,
83694,M2125,NL3108,Hạt nêm ajingon heo,,
83695,M2125,NL486,Nước tương Phú Sĩ,,
83701,M2126,NL553,Ớt bột,,
83703,M2126,NL322,Dầu ăn,,
83707,M2127,NL2818,Hành tím phi bóp nhỏ,,
83709,M2127,NL470,Muối,,
83710,M2127,NL322,Dầu ăn,,
83712,M2127,NL3156,Ajiquick bột chiên giòn,,
83719,M2128,NL470,Muối,,
83720,M2128,NL485,Tiêu,,
83721,M2128,NL322,Dầu ăn,,
83724,M2128,NL46,Hành lá,,
83732,M2129,NL470,Muối,,
83733,M2129,NL800,Muối hột,,
83618,M2118,NL1145,ngò rí,,
83736,M2129,NL3108,Hạt nêm ajingon heo,,
83743,M2130,NL322,Dầu ăn,,
83708,M2127,NL1145,Cọng ngò rí băm,,
83745,M2130,NL896,Sữa đặc,,
83747,M2130,NL496,Bánh mì,,
83748,M2130,NL486,Nước tương Phú Sĩ,,
83749,M2130,NL3108,Hạt nêm ajingon heo,,
83757,M2131,NL470,Muối,,
83758,M2131,NL485,Tiêu,,
83759,M2131,NL92,Bột năng,,
83760,M2131,NL46,Hành lá,,
83762,M2131,NL799,ớt,,
83763,M2131,NL119,Hành tím băm,,
83764,M2131,NL3108,Hạt nêm ajingon heo,,
83775,M2132,NL473,Bún,,
83776,M2132,NL852,Bông súng,,
83777,M2132,NL476,Rau muống,,
83778,M2132,NL965,Rau nhút,,
83723,M2128,NL1145,ngò rí,,
83780,M2132,NL485,Tiêu,,
83781,M2132,NL322,Dầu ăn,,
83782,M2132,NL3018,Ajiquick lẩu thái,,
83761,M2131,NL1145,ngò rí,,
83617,M2118,NL162,Sả băm,,
83795,M1638,NL470,Muối,,
83801,M2135,NL470,Muối,,
83802,M2135,NL485,Tiêu,,
83803,M2135,NL322,Dầu ăn,,
83805,M2135,NL3108,Hạt nêm ajingon heo,,
83809,M2136,NL159,Rau om,,
83810,M2136,NL160,ngò gai,,
83811,M2136,NL553,Ớt bột,,
83812,M2136,NL119,Hành tím,,
83813,M2136,NL322,Dầu ăn,,
83814,M2136,NL470,Muối,,
83817,M2136,NL3108,Hạt nêm ajingon heo,,
83820,M2137,NL3049,Đậu phộng rang,,
83821,M2137,NL46,Hành lá,,
83824,M2137,NL473,Bún,,
83825,M2137,NL2987,Xà lách,,
83826,M2137,NL480,Rau thơm,,
83827,M2137,NL470,Muối,,
83828,M2137,NL485,Tiêu,,
83655,M2122,NL15,Ớt sừng,,
83774,M2132,NL236,Gừng băm,,
83598,M2116,NL3054,Tỏi băm,,
83685,M2125,NL3054,Tỏi băm,,
83756,M2131,NL3054,Tỏi băm,,
83773,M2132,NL3054,Tỏi băm,,
83662,M2123,NL1052,Tôm sú lột vỏ,,
83830,M2137,NL322,Dầu ăn,,
83837,M2138,NL119,Hành tím băm,,
84016,M2154,NL1054,Rượu trắng,,
83839,M2138,NL485,Tiêu,,
83841,M2138,NL481,Dầu điều,,
83842,M2138,NL322,Dầu ăn,,
83843,M2138,NL92,Bột năng,,
84086,M2160,NL3002,tương xí muội,,
83612,M2117,NL3081,dầu mè,,
83691,M2125,NL3081,dầu mè,,
83600,M2116,NL1106,Đường,,
83844,M2138,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83848,M2139,NL119,Hành tím băm,,
83850,M2139,NL1107,Nước mắm,,
83851,M2139,NL485,Tiêu,,
83873,M2141,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83853,M2139,NL470,Muối,,
83854,M2139,NL322,Dầu ăn,,
83861,M2140,NL485,Tiêu,,
83862,M2140,NL322,Dầu ăn,,
83863,M2140,NL3108,Hạt nêm ajingon heo,,
83872,M2141,NL322,Dầu ăn,,
83877,M2142,NL1107,Nước mắm,,
83874,M2141,NL3156,Ajiquick bột chiên giòn,,
83892,M2143,NL1107,Nước mắm,,
83944,M2148,NL1107,Nước mắm,,
83879,M2142,NL1462,Phèn chua,,
83880,M2142,NL2828,Thanh tre chẻ,,
83881,M2142,NL745,đồ chua,,
83882,M2142,NL1958,Rau dưa,,
83883,M2142,NL724,Khế,,
83884,M2142,NL935,Chuối chát,,
83979,M2151,NL1130,Cần Tây,,
83886,M2142,NL3108,Hạt nêm ajingon heo,,
83891,M2143,NL322,Dầu ăn,,
83990,M2151,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
84000,M2152,NL1107,Nước mắm,,
83908,M2145,NL3002,tương xí muội,,
83909,M2145,NL322,Dầu ăn,,
83910,M2145,NL3156,Ajiquick bột chiên giòn,,
83917,M2146,NL46,Hành lá,,
83920,M2146,NL470,Muối,,
83921,M2146,NL485,Tiêu,,
84020,M2154,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
83923,M2146,NL322,Dầu ăn,,
83924,M2146,NL486,Nước tương LISA,,
83925,M2146,NL3108,Hạt nêm ajingon heo,,
83930,M2147,NL119,Hành tím,,
83931,M2147,NL485,Tiêu,,
84034,M2155,NL1107,Nước mắm,,
83933,M2147,NL470,Muối,,
83934,M2147,NL322,Dầu ăn,,
83940,M2148,NL46,Hành lá,,
84067,M2158,NL119,Hành băm,,
83942,M2148,NL485,Tiêu,,
83943,M2148,NL322,Dầu ăn,,
83945,M2148,NL481,Dầu điều,,
83946,M2148,NL470,Muối,,
83947,M2148,NL3108,Hạt nêm ajingon heo,,
83955,M2149,NL470,Muối,,
83956,M2149,NL485,Tiêu,,
83957,M2149,NL322,Dầu ăn,,
83958,M2149,NL1054,Rượu,,
83959,M2149,NL486,Nước tương Phú Sĩ,,
83963,M2150,NL119,Hành tím cắt lát,,
83964,M2150,NL46,Hành lá,,
83966,M2150,NL470,Muối,,
83967,M2150,NL485,Tiêu,,
83969,M2150,NL602,Sa tế tôm,,
83970,M2150,NL322,Dầu ăn,,
83971,M2150,NL481,Dầu điều,,
83972,M2150,NL3108,Hạt nêm ajingon heo,,
83980,M2151,NL299,Rau mầm,,
83981,M2151,NL3062,Mè trắng rang,,
83984,M2151,NL92,Bột năng,,
83986,M2151,NL485,Tiêu,,
83987,M2151,NL470,Muối,,
83988,M2151,NL486,Nước tương LISA,,
83989,M2151,NL486,Nước tương Phú Sĩ,,
83849,M2139,NL1145,ngò rí,,
83997,M2152,NL1797,Rau thì là,,
83998,M2152,NL470,Muối,,
83871,M2141,NL1145,ngò rí,,
83918,M2146,NL1145,ngò rí,,
84001,M2152,NL3108,Hạt nêm ajingon heo,,
84006,M2153,NL473,Bún,,
84007,M2153,NL3029,Ajiquick lẩu kim chi,,
83965,M2150,NL1145,ngò rí,,
84010,M2154,NL951,Hẹ,,
84011,M2154,NL372,Bắp cải,,
84013,M2154,NL485,Tiêu,,
84068,M2158,NL1145,ngò rí,,
84018,M2154,NL322,Dầu ăn,,
84019,M2154,NL486,Nước tương Phú Sĩ,,
84027,M2155,NL46,Hành lá,,
84028,M2155,NL119,Hành tím băm,,
84031,M2155,NL322,Dầu ăn,,
84032,M2155,NL485,Tiêu,,
84035,M2155,NL3156,Ajiquick bột chiên giòn,,
84038,M2156,NL322,Dầu ăn,,
84040,M2156,NL485,Tiêu,,
84041,M2156,NL3108,Hạt nêm ajingon heo,,
84049,M2157,NL470,Muối,,
84050,M2157,NL485,Tiêu,,
84052,M2157,NL322,Dầu ăn,,
84053,M2157,NL7,Mù tạt vàng,,
84054,M2157,NL486,Nước tương Phú Sĩ,,
84055,M2157,NL3108,Hạt nêm ajingon heo,,
83982,M2151,NL15,Ớt sợi,,
83885,M2142,NL3054,Tỏi,,
83838,M2138,NL3054,Tỏi băm,,
84062,M2158,NL92,Bột năng,,
84064,M2158,NL322,Dầu ăn,,
84065,M2158,NL485,Tiêu,,
84066,M2158,NL470,Muối,,
84075,M2159,NL485,Tiêu,,
84076,M2159,NL322,Dầu ăn,,
84077,M2159,NL486,Nước tương LISA,,
84078,M2159,NL486,Nước tương Phú Sĩ,,
84080,M2159,NL3108,Hạt nêm ajingon heo,,
84084,M2160,NL481,Dầu điều,,
84085,M2160,NL195,Mật ong,,
84009,M2154,NL409,Giá,,
83954,M2149,NL250,bột ngũ vị hương,,
83983,M2151,NL3081,dầu mè,,
83852,M2139,NL1106,Đường,,
84088,M2160,NL485,Tiêu,,
84089,M2160,NL3108,Hạt nêm ajingon heo,,
84095,M2161,NL322,Dầu ăn,,
84096,M2161,NL406,Dầu hào,,
84098,M2161,NL245,bột bắp,,
84099,M2161,NL485,Tiêu,,
84129,M2163,NL1107,Nước mắm,,
84101,M2161,NL3156,Ajiquick bột chiên giòn,,
84102,M2161,NL486,Nước tương Phú Sĩ,,
84109,M2162,NL1054,rượu mai quế lộ,,
84152,M2165,NL1054,Rượu vang trắng,,
84108,M2162,NL195,Mật ong,,
84110,M2162,NL531,dầu hào chay,,
84111,M2162,NL250,Ngũ vị hương,,
84112,M2162,NL92,Bột năng,,
84114,M2162,NL322,Dầu ăn,,
84115,M2162,NL637,Màu dầu điều,,
84116,M2162,NL3044,Tiêu xay,,
84117,M2162,NL486,tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ,,
84118,M2162,NL486,Nước tương Phú Sĩ,,
84125,M2163,NL16,Hành phi,,
84126,M2163,NL425,Rau răm,,
84127,M2163,NL3062,Mè trắng rang,,
84131,M2163,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
84135,M2164,NL1107,Nước mắm,,
84130,M2163,NL322,Dầu ăn,,
84186,M2168,NL1107,Nước mắm,,
84191,M2168,NL1107,nước mắm AJINOMOTO Giấm gạo lên men,,
84201,M2169,NL1107,Nước mắm,,
84137,M2164,NL485,Tiêu,,
